,City,Temperature °F,Humidity,Cloudiness,Wind Speed,Latitude,Longitude,Country,Date
374,Champerico,66.99,95,51,7.74,14.3,-91.92,GT,1601262016
375,Bay-ang,84.27,70,23,3.06,11.03,122.94,PH,1601262017
376,Narsaq,35.6,55,0,3.36,60.92,-46.05,GL,1601262017
377,Marsh Harbour,82.6,74,44,6.15,26.54,-77.06,BS,1601262017
378,Samarai,80.8,81,88,14.14,-10.62,150.67,PG,1601262018
379,Broome,66.99,82,90,5.82,42.25,-75.83,US,1601262018
380,Boa Vista,80.6,78,75,2.24,2.82,-60.67,BR,1601262019
381,Udachny,30.2,80,75,8.95,66.42,112.4,RU,1601262020
382,Avrămeni,48.2,76,7,5.82,48.02,26.95,RO,1601262020
383,Guerrero Negro,71.73,74,0,12.03,27.98,-114.06,MX,1601262020
384,Henties Bay,48.99,84,0,1.99,-22.12,14.28,NA,1601262021
385,Oga,43.0,100,90,1.12,46.46,10.35,IT,1601262021
386,Vanavara,44.31,82,99,12.77,60.34,102.28,RU,1601262021
387,Manicoré,75.2,94,60,2.35,-5.81,-61.3,BR,1601262022
388,Kieta,77.74,87,100,4.85,-6.22,155.63,PG,1601262023
389,Port Lincoln,62.51,56,45,23.78,-34.73,135.87,AU,1601262023
390,Guadalupe y Calvo,56.79,86,50,3.11,26.1,-106.97,MX,1601262024
391,Santa Cruz de la Sierra,77.0,83,75,5.82,-17.8,-63.17,BO,1601261805
392,Nhulunbuy,89.6,55,40,14.99,-12.23,136.77,AU,1601262025
393,Dalbandin,78.28,15,0,3.27,28.89,64.41,PK,1601262025
394,Yumen,60.53,28,71,13.94,40.28,97.2,CN,1601262026
395,Torbay,64.99,93,90,25.28,47.67,-52.73,CA,1601262026
396,Paamiut,36.41,79,0,16.93,61.99,-49.67,GL,1601261764
397,Westport,70.0,97,42,6.42,41.14,-73.36,US,1601262027
398,Zhaotong,59.59,89,100,4.23,27.32,103.72,CN,1601262027
399,Constitución,51.01,80,0,8.61,-35.33,-72.42,CL,1601262027
400,Siocon,87.06,62,92,1.5,7.71,122.14,PH,1601262028
401,Esim,74.68,92,28,6.76,4.87,-2.24,GH,1601262028
402,Ujhāni,82.22,49,0,1.5,28.02,79.02,IN,1601262029
403,El Guamo,76.01,92,100,4.52,10.03,-74.98,CO,1601262029
404,Oktyabr'skiy,48.79,76,98,1.9,54.48,53.47,RU,1601262030
405,George,42.8,81,0,4.7,-33.96,22.46,ZA,1601262030
406,Yerofey Pavlovich,51.89,47,31,6.49,53.97,121.97,RU,1601262030
407,Hobyo,75.56,93,39,9.19,5.35,48.53,SO,1601262031
408,Acaraú,76.84,84,28,13.49,-2.89,-40.12,BR,1601262031
409,Enshi,64.29,81,100,1.34,30.3,109.48,CN,1601262032
410,Buchanan,76.87,87,99,3.89,5.88,-10.05,LR,1601262032
411,Harar,57.7,77,0,2.17,9.31,42.13,ET,1601262033
412,Esmeraldas,75.2,44,0,6.2,-19.76,-44.31,BR,1601261836
413,Longyearbyen,33.8,100,90,18.34,78.22,15.64,SJ,1601262033
414,Arroyo de la Encomienda,44.01,93,0,8.05,41.61,-4.8,ES,1601262034
415,Ploemeur,43.0,100,20,6.93,47.73,-3.43,FR,1601262034
416,Kwang Binh,84.65,76,100,6.46,17.48,106.6,VN,1601262035
417,Zhengjiatun,69.75,60,11,7.16,43.51,123.51,CN,1601262036
418,Saint Lawrence,69.01,72,0,8.05,36.06,14.2,MT,1601262036
419,Tarakan,78.17,87,100,11.1,3.3,117.63,ID,1601262037
420,Zvishavane,59.29,94,48,5.19,-20.33,30.07,ZW,1601262037
421,Nyköping,53.6,100,90,10.29,58.75,17.01,SE,1601262037
422,Tombouctou,91.13,14,0,7.38,20.0,-3.0,ML,1601262038
423,Tuatapere,37.99,82,83,8.01,-46.13,167.68,NZ,1601262038
424,Lima Duarte,68.83,47,0,3.53,-21.84,-43.79,BR,1601262039
425,Labuhan,87.96,54,91,4.52,-6.88,112.21,ID,1601262039
426,Dongying,78.21,43,31,4.18,37.46,118.49,CN,1601262039
427,Las Palmas,73.4,78,75,19.46,28.42,-14.01,ES,1601262040
428,Kattivākkam,84.2,74,40,6.93,13.22,80.32,IN,1601262040
429,Zemio,69.21,97,100,4.18,5.03,25.14,CF,1601262041
430,Erenhot,54.79,49,100,14.09,43.65,111.98,CN,1601262041
431,Andenes,44.6,70,38,13.87,69.31,16.12,NO,1601262042
432,Kui Buri,80.6,88,40,1.12,12.08,99.85,TH,1601262042
433,Weihai,78.01,49,4,1.25,37.5,122.11,CN,1601262043
434,Orlik,39.51,66,0,2.73,52.52,99.83,RU,1601262043
435,Ontario,75.2,60,20,10.29,34.06,-117.65,US,1601262043
436,Bonito,83.44,49,56,7.34,-21.12,-56.48,BR,1601261750
437,Balkhash,41.0,60,20,11.18,46.84,74.98,KZ,1601262044
438,Alugan,85.26,71,61,5.66,12.22,125.48,PH,1601262044
439,Ystad,60.8,82,94,10.29,55.43,13.82,SE,1601262044
440,Young,55.99,85,63,5.99,-32.68,-57.63,UY,1601262045
441,Birao,70.61,97,100,2.82,10.28,22.79,CF,1601262045
442,Santa Fe,59.0,69,0,1.99,-31.63,-60.7,AR,1601261953
443,Verāval,79.48,75,23,4.97,20.9,70.37,IN,1601262046
444,Ntcheu,64.78,65,26,3.36,-14.82,34.64,MW,1601262047
445,Galle,82.72,76,31,9.13,6.04,80.22,LK,1601262047
446,Cabedelo,75.2,100,75,6.93,-6.98,-34.83,BR,1601262026
447,Shepetivka,45.82,86,0,5.1,50.19,27.06,UA,1601262048
448,Antofagasta,57.2,76,90,6.93,-23.65,-70.4,CL,1601262048
449,Maningrida,89.1,50,100,13.13,-12.07,134.27,AU,1601262048
450,Calceta,69.8,83,90,9.17,-0.85,-80.17,EC,1601261888
451,Hirara,77.0,88,75,10.29,24.8,125.28,JP,1601262049
452,Ouro Fino,71.96,45,60,2.57,-22.28,-46.37,BR,1601262049
453,Alta Floresta,73.26,84,43,1.05,-9.88,-56.09,BR,1601262050
454,Lompoc,62.6,93,75,6.93,34.64,-120.46,US,1601262050
455,Giyani,63.48,83,90,6.55,-23.3,30.72,ZA,1601262050
456,Kutum,73.96,66,58,3.76,14.2,24.67,SD,1601262050
457,Ostrovnoy,42.87,85,53,11.68,68.05,39.51,RU,1601262051
458,Sioux Lookout,48.2,87,90,9.17,50.1,-91.92,CA,1601262043
459,Egvekinot,32.81,84,0,3.18,66.32,-179.17,RU,1601262051
460,Deer Lake,64.4,82,90,6.93,49.17,-57.43,CA,1601262052
461,Zambezi,72.05,33,57,0.56,-13.54,23.1,ZM,1601262052
462,Santa Rosa del Sur,70.14,96,98,3.13,7.96,-74.05,CO,1601262053
463,Alpena,60.8,87,40,5.01,45.06,-83.43,US,1601262053
464,Mumbai,82.4,88,40,4.7,19.01,72.85,IN,1601262000
465,Necochea,46.0,93,100,8.99,-38.55,-58.74,AR,1601262054
466,Northam,51.01,94,100,1.01,51.03,-4.22,GB,1601262054
467,Bucerías,84.2,83,90,3.36,20.75,-105.33,MX,1601262054
468,Arman',49.95,76,46,7.11,59.7,150.17,RU,1601262055
469,Topchikha,37.4,86,100,4.47,52.82,83.12,RU,1601262055
470,Moerai,71.26,73,76,18.05,-22.43,-151.33,PF,1601262056
471,Vrangel',63.07,78,7,9.06,42.73,133.08,RU,1601262056
472,La Palma,70.0,77,1,6.93,33.85,-118.05,US,1601261904
473,Nizwá,81.39,40,1,2.08,22.93,57.53,OM,1601262057
474,Bilma,86.61,16,77,4.09,18.69,12.92,NE,1601262058
475,Salalah,75.2,83,40,2.24,17.02,54.09,OM,1601262058
476,Naze,78.8,74,75,14.99,28.37,129.48,JP,1601262058
477,Gimli,51.01,99,81,8.99,50.63,-96.99,CA,1601261843
478,Pascagoula,73.4,88,1,6.51,30.37,-88.56,US,1601262059
479,Monster,60.01,97,97,1.01,52.03,4.17,NL,1601262060
480,Barhi,80.22,77,0,4.45,23.9,80.8,IN,1601262060
481,Bambous Virieux,73.99,94,40,6.93,-20.34,57.76,MU,1601262060
482,Kimbe,82.78,78,100,2.37,-5.55,150.14,PG,1601262061
483,Mount Gambier,57.2,50,5,6.93,-37.83,140.77,AU,1601262061
484,Sept-Îles,50.0,100,90,3.36,50.2,-66.38,CA,1601262004
485,Khirkiya,76.82,77,0,2.59,22.17,76.86,IN,1601262062
486,Nishihara,80.6,74,75,2.24,26.18,127.76,JP,1601262062
487,Morant Bay,80.6,83,75,8.05,17.88,-76.41,JM,1601262063
488,Umm Kaddadah,81.82,60,76,6.42,13.6,26.69,SD,1601262064
489,Williamsport,69.01,93,75,3.36,41.24,-77.0,US,1601262051
490,Yar-Sale,37.29,79,53,13.09,66.83,70.83,RU,1601262064
491,Ixtapa,84.2,83,90,3.36,20.7,-105.2,MX,1601262011
492,Cravo Norte,78.93,75,1,4.34,6.3,-70.2,CO,1601262065
493,Quatre Cocos,73.99,94,40,6.93,-20.21,57.76,MU,1601262065
494,Mirandola,51.01,75,100,4.0,44.89,11.07,IT,1601262066
495,Machico,71.6,64,40,9.17,32.7,-16.77,PT,1601262067
496,Nanortalik,36.27,83,0,14.74,60.14,-45.24,GL,1601262067
497,Yaan,71.29,97,98,5.01,7.38,8.57,NG,1601262068
498,Bukama,72.68,71,100,0.51,-9.2,25.85,CD,1601262068
499,Lyngseidet,35.6,80,3,24.16,69.58,20.22,NO,1601262069
500,Pudozh,47.57,87,0,3.91,61.81,36.53,RU,1601262069
501,Beyneu,49.86,49,0,10.54,45.32,55.2,KZ,1601262070
502,Santa Catarina de Tepehuanes,62.62,41,0,2.17,25.35,-105.73,MX,1601262070
503,Carahue,46.4,100,75,3.36,-38.7,-73.17,CL,1601262070
504,Hamilton,66.99,93,75,4.16,39.18,-84.53,US,1601261856
505,Mahibadhoo,81.61,70,24,3.96,3.78,72.97,MV,1601262071
506,Lorengau,82.27,80,87,12.64,-2.02,147.27,PG,1601262071
507,Tanete,91.31,42,22,13.85,-3.94,119.78,ID,1601262072
508,Roebourne,90.61,17,35,11.63,-20.78,117.13,AU,1601262073
509,Vao,70.45,86,77,20.94,-22.67,167.48,NC,1601262073
510,Oistins,82.4,78,20,13.87,13.07,-59.53,BB,1601262074
511,Znamenskoye,46.51,95,26,4.34,57.13,73.83,RU,1601262074
512,Coahuayana Viejo,78.73,83,69,0.43,18.73,-103.68,MX,1601262074
513,Tairua,60.01,60,10,18.99,-37.02,175.85,NZ,1601262075
514,Rock Springs,44.6,28,1,8.05,41.59,-109.2,US,1601262001
515,Lakatoro,84.2,66,40,4.7,-16.1,167.42,VU,1601262075
516,San Juan,55.54,38,0,4.5,-31.54,-68.54,AR,1601262076
517,Philadelphia,72.0,94,90,4.7,39.95,-75.16,US,1601261912
518,Heihe,59.0,44,1,6.71,50.24,127.49,CN,1601262076
519,Hay River,50.0,81,75,10.29,60.82,-115.8,CA,1601262077
520,Taoudenni,88.34,12,0,0.43,22.68,-3.98,ML,1601261922
521,Altus,64.4,45,90,31.09,34.64,-99.33,US,1601262077
522,Liverpool,46.0,100,84,3.36,53.41,-2.98,GB,1601262035
523,Morropón,66.54,70,7,2.73,-5.18,-79.97,PE,1601262079
524,Mozarlândia,83.55,36,50,2.89,-14.74,-50.57,BR,1601262080
525,São Paulo de Olivença,76.93,74,14,1.9,-3.38,-68.87,BR,1601262080
526,Great Bend,55.4,66,90,8.05,38.36,-98.76,US,1601262080
527,Diamantino,79.11,57,12,4.34,-14.41,-56.45,BR,1601262081
528,Adrar,87.75,19,0,10.65,20.5,-10.07,MR,1601262081
529,Abu Samrah,67.59,47,0,5.37,35.3,37.18,SY,1601262081
530,Umm Hājar,77.63,75,100,4.7,13.3,19.7,TD,1601262082
531,Linhares,70.12,85,0,5.1,-19.39,-40.07,BR,1601262082
532,Shelburne,69.8,77,90,3.36,44.08,-80.2,CA,1601262010
533,Guarapari,78.01,77,0,11.34,-20.67,-40.5,BR,1601262083
534,Porbandar,78.8,88,40,3.36,21.64,69.61,IN,1601262083
535,Huarmey,61.23,86,6,7.63,-10.07,-78.15,PE,1601262083
536,Badarganj,82.6,85,100,8.28,25.67,89.05,BD,1601262084
537,Rafaela,50.0,83,0,2.84,-31.25,-61.49,AR,1601262084
538,Melita,51.01,75,66,11.01,49.27,-101.0,CA,1601262085
539,Sydney,68.0,42,0,11.41,-33.87,151.21,AU,1601262004
540,Licata,55.4,93,4,4.7,37.11,13.95,IT,1601262086
541,Vikýřovice,44.01,96,69,4.23,49.98,17.01,CZ,1601262086
542,Ciudad Real,54.0,55,0,5.17,39.0,-4.0,ES,1601262086
543,Ayorou,86.32,44,85,7.94,14.73,0.92,NE,1601262086
544,Wad Rāwah,84.6,52,11,6.35,15.16,33.14,SD,1601262087
545,Quelimane,75.2,94,8,6.93,-17.88,36.89,MZ,1601262087
546,Santa Maria,66.2,93,90,10.29,-29.68,-53.81,BR,1601262087
547,Batticaloa,82.74,73,9,5.46,7.71,81.69,LK,1601262088
548,Saint-Raymond,72.0,77,5,11.41,45.47,-73.61,CA,1601262088
549,Florø,55.4,82,97,8.16,61.6,5.03,NO,1601262089
550,Makakilo City,87.8,58,75,10.29,21.35,-158.09,US,1601262089
551,Storebø,53.01,93,84,6.93,60.09,5.23,NO,1601262089
552,Ahipara,58.89,59,16,14.83,-35.17,173.17,NZ,1601262090
553,Bahía Honda,79.18,83,51,5.17,22.9,-83.16,CU,1601262090
554,Lokoja,72.21,93,75,3.11,7.8,6.74,NG,1601262090
555,Singānallūr,77.0,88,40,5.82,11.0,77.02,IN,1601262091
556,Fredericton,66.2,88,90,14.99,45.95,-66.67,CA,1601261888
557,Rodrigues Alves,77.23,65,0,2.55,-7.74,-72.65,BR,1601262091
558,Chumikan,52.75,84,90,2.8,54.72,135.31,RU,1601262091
559,Arrecife,73.4,73,90,23.04,28.96,-13.55,ES,1601262092
560,Fairbanks,53.6,50,20,12.75,64.84,-147.72,US,1601262000
561,Grand-Lahou,75.22,92,40,9.91,5.14,-5.02,CI,1601262070
562,Harmanli,62.01,69,47,6.6,41.93,25.9,BG,1601262092
563,Chalmette,80.01,100,1,7.0,29.94,-89.96,US,1601262093
564,Al Bardīyah,75.69,88,0,9.48,31.76,25.09,LY,1601262093
565,Pontal do Paraná,66.2,82,40,6.93,-25.65,-48.51,BR,1601262094
566,Vágur,50.88,94,100,24.65,61.47,-6.81,FO,1601262094
567,Kumukh,50.38,73,10,1.92,42.17,47.12,RU,1601262094
568,Cayenne,78.8,94,47,2.24,4.93,-52.33,GF,1601262067
569,Seymchan,53.13,50,0,14.65,62.88,152.43,RU,1601262095
570,Malindi,76.57,87,96,5.08,-3.22,40.12,KE,1601262096
571,Steamboat Springs,46.4,36,1,3.36,40.48,-106.83,US,1601262010
572,Griffith,64.99,59,40,6.93,41.53,-87.42,US,1601261807
573,Rūdbār,68.95,24,0,8.14,30.15,62.6,AF,1601262070
574,Dingle,86.76,69,27,4.68,11.0,122.67,PH,1601262097
575,East Brainerd,71.01,91,26,2.82,35.0,-85.15,US,1601262098
576,Amasya Province,57.2,62,9,3.36,40.67,35.83,TR,1601262098
577,Cintalapa,71.83,90,100,2.59,16.7,-93.73,MX,1601261842
578,Takoradze,74.68,91,20,8.14,4.88,-1.76,GH,1601262099
579,Flinders,68.0,53,0,5.01,-34.58,150.86,AU,1601261907
580,Zhangye,56.1,63,100,6.15,38.93,100.45,CN,1601262099
581,Krasnokholmskiy,45.57,91,3,4.5,55.99,55.05,RU,1601262100
582,Rassvet,59.11,55,100,17.63,46.83,40.75,RU,1601262100
583,Minsk,53.6,93,90,8.95,53.9,27.57,BY,1601262057
584,São Félix do Xingu,74.68,68,0,1.7,-6.64,-51.99,BR,1601262100
585,Vardø,44.6,81,75,11.41,70.37,31.11,NO,1601262101
586,Shingū,77.0,53,20,10.29,33.73,135.98,JP,1601262101
587,Cascais,62.01,92,0,16.44,38.7,-9.42,PT,1601262102
588,Soyo,73.58,84,76,6.69,-6.13,12.37,AO,1601262102
589,Sola,79.83,82,7,19.06,-13.88,167.55,VU,1601262102
590,Dano,74.64,84,79,5.82,11.15,-3.07,BF,1601262103
591,Rostovka,48.78,83,55,9.01,55.38,71.89,RU,1601262104
592,Sokoni,75.2,88,20,10.85,-6.43,39.55,TZ,1601262104
593,Corinth,66.99,77,20,2.75,37.94,22.96,GR,1601262104
594,Betlitsa,51.64,91,100,13.24,54.01,33.96,RU,1601262105
595,Seoul,77.0,60,1,1.88,37.57,126.98,KR,1601262105
596,Chicama,62.19,80,59,6.26,-7.84,-79.15,PE,1601262105
